,Project ID,Phase,Start Date,Planned_Duration,Planned_Cost,Planned_Delivrable,Project,Actual_Duration,_merge,Delay,Is_Late,Delay_Category,Start_Month,Start_Quarter,Start_Year,Planned_Intensity,Project Type,Country,Region,Type,Phase 1 - Planning,Phase 2 - Initiation,Phase 3 - Implementation,Phase 4 - Manufacturing,Phase A - Initiation,Phase B - Preparation,Phase C - Development,Phase D - Testing,Phase E - Deployment,Phase F - Post-deployment
231,56,Phase D - Testing,2020-09-21,12,5600,17,56,9,both,-3,0,En avance,9,3,2020,42.5,IT -  CRM Implementation,Italie,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
232,56,Phase E - Deployment,2020-12-23,160,33000,4,56,174,both,14,1,Petit retard (<1mois),12,4,2020,0.75,IT -  CRM Implementation,Italie,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
233,56,Phase F - Post-deployment,2021-06-14,124,2800,5,56,153,both,29,1,Petit retard (<1mois),6,2,2021,1.2096774193548387,IT -  CRM Implementation,Italie,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
234,57,Phase A - Initiation,2020-05-04,157,700,13,57,165,both,8,1,Petit retard (<1mois),5,2,2020,2.484076433121019,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,1,0,0,0,0,0
235,57,Phase B - Preparation,2020-10-16,117,16100,7,57,125,both,8,1,Petit retard (<1mois),10,4,2020,1.794871794871795,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,1,0,0,0,0
236,57,Phase C - Development,2021-03-30,127,21000,13,57,133,both,6,1,Petit retard (<1mois),3,1,2021,3.0708661417322833,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,1,0,0,0
237,57,Phase D - Testing,2021-05-02,25,5600,9,57,29,both,4,1,Petit retard (<1mois),5,2,2021,10.799999999999999,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,1,0,0
238,57,Phase E - Deployment,2021-09-08,65,32000,26,57,56,both,-9,0,En avance,9,3,2021,12.0,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,1,0
239,57,Phase F - Post-deployment,2021-11-03,200,2800,5,57,88,both,-112,0,En avance,11,4,2021,0.75,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,0,1
240,58,Phase A - Initiation,2020-04-07,33,700,21,58,65,both,32,1,Retard moyen (1-3mois),4,2,2020,19.09090909090909,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
241,58,Phase B - Preparation,2020-06-21,73,16100,24,58,103,both,30,1,Petit retard (<1mois),6,2,2020,9.863013698630137,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
242,58,Phase C - Development,2020-10-02,187,21000,13,58,147,both,-40,0,En avance,10,4,2020,2.085561497326203,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
243,58,Phase D - Testing,2021-02-26,153,5600,25,58,77,both,-76,0,En avance,2,1,2021,4.901960784313726,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
244,58,Phase E - Deployment,2021-05-13,36,73000,4,58,36,both,0,0,À l'heure,5,2,2021,3.333333333333333,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
245,58,Phase F - Post-deployment,2021-09-26,183,2800,30,58,159,both,-24,0,En avance,9,3,2021,4.918032786885245,IT -  CRM Implementation,Espagne,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
246,59,Phase A - Initiation,2020-03-07,18,400,6,59,28,both,10,1,Petit retard (<1mois),3,1,2020,10.0,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
247,59,Phase B - Preparation,2020-05-29,42,8100,5,59,32,both,-10,0,En avance,5,2,2020,3.571428571428571,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
248,59,Phase C - Development,2020-06-30,42,10500,26,59,38,both,-4,0,En avance,6,2,2020,18.571428571428573,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
249,59,Phase D - Testing,2020-11-15,121,2800,14,59,129,both,8,1,Petit retard (<1mois),11,4,2020,3.4710743801652892,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
250,59,Phase E - Deployment,2021-03-23,85,59000,30,59,124,both,39,1,Retard moyen (1-3mois),3,1,2021,10.588235294117649,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
251,59,Phase F - Post-deployment,2021-07-25,7,1400,11,59,15,both,8,1,Petit retard (<1mois),7,3,2021,47.14285714285714,IT -  CRM Implementation,Hongrie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
252,60,Phase A - Initiation,2020-03-03,177,400,14,60,85,both,-92,0,En avance,3,1,2020,2.3728813559322037,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
253,60,Phase B - Preparation,2020-05-27,30,8100,10,60,58,both,28,1,Petit retard (<1mois),5,2,2020,10.0,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
254,60,Phase C - Development,2020-11-01,80,10500,17,60,59,both,-21,0,En avance,11,4,2020,6.375,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
255,60,Phase D - Testing,2021-04-08,169,2800,8,60,175,both,6,1,Petit retard (<1mois),4,2,2021,1.4201183431952662,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
256,60,Phase E - Deployment,2021-09-30,94,43000,29,60,128,both,34,1,Retard moyen (1-3mois),9,3,2021,9.25531914893617,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
257,60,Phase F - Post-deployment,2021-10-28,151,1400,29,60,146,both,-5,0,En avance,10,4,2021,5.7615894039735105,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
258,61,Phase A - Initiation,2020-01-05,122,700,27,61,130,both,8,1,Petit retard (<1mois),1,1,2020,6.639344262295082,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
259,61,Phase B - Preparation,2020-02-04,65,16100,8,61,49,both,-16,0,En avance,2,1,2020,3.6923076923076925,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
260,61,Phase C - Development,2020-07-03,109,21000,23,61,144,both,35,1,Retard moyen (1-3mois),7,3,2020,6.330275229357799,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
261,61,Phase D - Testing,2020-07-07,1,5600,2,61,6,both,5,1,Petit retard (<1mois),7,3,2020,60.0,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
262,61,Phase E - Deployment,2020-07-13,99,47000,12,61,67,both,-32,0,En avance,7,3,2020,3.6363636363636367,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
263,61,Phase F - Post-deployment,2020-09-18,82,2800,27,61,99,both,17,1,Petit retard (<1mois),9,3,2020,9.878048780487806,IT -  CRM Implementation,Republique Chèque,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
264,62,Phase A - Initiation,2020-01-30,18,700,5,62,31,both,13,1,Petit retard (<1mois),1,1,2020,8.333333333333334,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
265,62,Phase B - Preparation,2020-03-06,94,16100,6,62,113,both,19,1,Petit retard (<1mois),3,1,2020,1.9148936170212765,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
266,62,Phase C - Development,2020-03-09,151,21000,7,62,77,both,-74,0,En avance,3,1,2020,1.390728476821192,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
267,62,Phase D - Testing,2020-05-25,106,5600,15,62,57,both,-49,0,En avance,5,2,2020,4.245283018867925,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
268,62,Phase E - Deployment,2020-07-21,31,54000,18,62,50,both,19,1,Petit retard (<1mois),7,3,2020,17.41935483870968,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
269,62,Phase F - Post-deployment,2020-10-09,31,2800,12,62,36,both,5,1,Petit retard (<1mois),10,4,2020,11.612903225806452,IT -  CRM Implementation,Slovaquie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
270,63,Phase A - Initiation,2020-03-07,60,700,19,63,28,both,-32,0,En avance,3,1,2020,9.5,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
271,63,Phase B - Preparation,2020-04-04,4,16100,7,63,12,both,8,1,Petit retard (<1mois),4,2,2020,52.5,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
272,63,Phase C - Development,2020-08-05,153,21000,17,63,143,both,-10,0,En avance,8,3,2020,3.333333333333333,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
273,63,Phase D - Testing,2020-12-26,85,5600,15,63,129,both,44,1,Retard moyen (1-3mois),12,4,2020,5.294117647058824,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
274,63,Phase E - Deployment,2021-01-24,176,32000,10,63,138,both,-38,0,En avance,1,1,2021,1.7045454545454546,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
275,63,Phase F - Post-deployment,2021-03-02,104,2800,15,63,121,both,17,1,Petit retard (<1mois),3,1,2021,4.326923076923077,IT -  CRM Implementation,Allemagne,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
276,64,Phase A - Initiation,2020-01-17,63,400,4,64,71,both,8,1,Petit retard (<1mois),1,1,2020,1.9047619047619047,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
277,64,Phase B - Preparation,2020-03-29,16,8100,25,64,12,both,-4,0,En avance,3,1,2020,46.875,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
278,64,Phase C - Development,2020-08-03,198,10500,24,64,124,both,-74,0,En avance,8,3,2020,3.6363636363636367,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
279,64,Phase D - Testing,2020-08-27,176,2800,28,64,119,both,-57,0,En avance,8,3,2020,4.7727272727272725,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
280,64,Phase E - Deployment,2020-12-24,166,67000,23,64,165,both,-1,0,En avance,12,4,2020,4.156626506024097,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
281,64,Phase F - Post-deployment,2021-06-06,193,1400,27,64,105,both,-88,0,En avance,6,2,2021,4.196891191709844,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
282,65,Phase A - Initiation,2020-05-24,104,400,14,65,107,both,3,1,Petit retard (<1mois),5,2,2020,4.038461538461538,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
283,65,Phase B - Preparation,2020-09-08,173,8100,27,65,123,both,-50,0,En avance,9,3,2020,4.682080924855492,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
284,65,Phase C - Development,2021-01-09,8,10500,10,65,8,both,0,0,À l'heure,1,1,2021,37.5,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
285,65,Phase D - Testing,2021-04-01,14,2800,10,65,26,both,12,1,Petit retard (<1mois),4,2,2021,21.42857142857143,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
286,65,Phase E - Deployment,2021-05-27,29,25000,25,65,53,both,24,1,Petit retard (<1mois),5,2,2021,25.86206896551724,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
287,65,Phase F - Post-deployment,2021-10-27,114,1400,19,65,161,both,47,1,Retard moyen (1-3mois),10,4,2021,5.0,IT -  CRM Implementation,Croatie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
288,66,Phase A - Initiation,2020-01-02,20,700,21,66,13,both,-7,0,En avance,1,1,2020,31.5,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
289,66,Phase B - Preparation,2020-05-13,160,16100,13,66,57,both,-103,0,En avance,5,2,2020,2.4375,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
290,66,Phase C - Development,2020-07-09,79,21000,30,66,60,both,-19,0,En avance,7,3,2020,11.39240506329114,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
291,66,Phase D - Testing,2020-12-16,129,5600,24,66,148,both,19,1,Petit retard (<1mois),12,4,2020,5.5813953488372094,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
292,66,Phase E - Deployment,2021-05-12,135,44000,18,66,140,both,5,1,Petit retard (<1mois),5,2,2021,4.0,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
293,66,Phase F - Post-deployment,2021-09-29,195,2800,29,66,93,both,-102,0,En avance,9,3,2021,4.461538461538462,IT -  CRM Implementation,Slovenie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
294,67,Phase A - Initiation,2020-01-05,14,400,32,67,7,both,-7,0,En avance,1,1,2020,68.57142857142857,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
295,67,Phase B - Preparation,2020-01-12,69,8100,17,67,35,both,-34,0,En avance,1,1,2020,7.391304347826087,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
296,67,Phase C - Development,2020-02-16,144,10500,16,67,63,both,-81,0,En avance,2,1,2020,3.333333333333333,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
297,67,Phase D - Testing,2020-04-20,140,2800,24,67,96,both,-44,0,En avance,4,2,2020,5.142857142857143,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
298,67,Phase E - Deployment,2020-07-25,135,75000,27,67,131,both,-4,0,En avance,7,3,2020,6.0,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
299,67,Phase F - Post-deployment,2020-09-11,79,1400,7,67,89,both,10,1,Petit retard (<1mois),9,3,2020,2.6582278481012658,IT -  CRM Implementation,Macedoine,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
300,68,Phase A - Initiation,2020-01-23,141,400,4,68,159,both,18,1,Petit retard (<1mois),1,1,2020,0.851063829787234,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
301,68,Phase B - Preparation,2020-07-01,164,8100,13,68,128,both,-36,0,En avance,7,3,2020,2.3780487804878048,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
302,68,Phase C - Development,2020-07-19,70,10500,10,68,54,both,-16,0,En avance,7,3,2020,4.285714285714286,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
303,68,Phase D - Testing,2020-09-11,132,2800,4,68,66,both,-66,0,En avance,9,3,2020,0.9090909090909092,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
304,68,Phase E - Deployment,2020-11-16,92,36000,3,68,120,both,28,1,Petit retard (<1mois),11,4,2020,0.9782608695652174,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
305,68,Phase F - Post-deployment,2021-03-15,109,1400,22,68,71,both,-38,0,En avance,3,1,2021,6.055045871559633,IT -  CRM Implementation,Albanie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
306,69,Phase A - Initiation,2020-05-31,197,700,14,69,81,both,-116,0,En avance,5,2,2020,2.1319796954314723,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,1,0,0,0,0,0
307,69,Phase B - Preparation,2020-08-20,193,16100,28,69,134,both,-59,0,En avance,8,3,2020,4.352331606217616,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,1,0,0,0,0
308,69,Phase C - Development,2021-01-01,58,21000,4,69,58,both,0,0,À l'heure,1,1,2021,2.0689655172413794,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,1,0,0,0
309,69,Phase D - Testing,2021-06-07,91,5600,16,69,80,both,-11,0,En avance,6,2,2021,5.2747252747252755,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,1,0,0
310,69,Phase E - Deployment,2021-08-26,27,79000,25,69,17,both,-10,0,En avance,8,3,2021,27.77777777777778,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,1,0
311,69,Phase F - Post-deployment,2022-02-13,187,2800,31,69,110,both,-77,0,En avance,2,1,2022,4.973262032085561,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,0,1
312,70,Phase A - Initiation,2020-05-11,134,400,19,70,98,both,-36,0,En avance,5,2,2020,4.253731343283582,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
313,70,Phase B - Preparation,2020-08-17,191,8100,7,70,130,both,-61,0,En avance,8,3,2020,1.0994764397905759,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
314,70,Phase C - Development,2020-12-25,35,10500,18,70,42,both,7,1,Petit retard (<1mois),12,4,2020,15.428571428571427,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
315,70,Phase D - Testing,2021-02-05,1,2800,3,70,5,both,4,1,Petit retard (<1mois),2,1,2021,90.0,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
316,70,Phase E - Deployment,2021-05-30,164,83000,6,70,171,both,7,1,Petit retard (<1mois),5,2,2021,1.097560975609756,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
317,70,Phase F - Post-deployment,2021-11-17,60,1400,29,70,77,both,17,1,Petit retard (<1mois),11,4,2021,14.5,IT -  CRM Implementation,Malte,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
318,71,Phase A - Initiation,2020-03-11,135,400,30,71,79,both,-56,0,En avance,3,1,2020,6.666666666666666,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
319,71,Phase B - Preparation,2020-05-29,152,8100,18,71,173,both,21,1,Petit retard (<1mois),5,2,2020,3.552631578947368,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
320,71,Phase C - Development,2020-11-18,14,10500,30,71,4,both,-10,0,En avance,11,4,2020,64.28571428571428,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
321,71,Phase D - Testing,2020-12-28,125,2800,14,71,144,both,19,1,Petit retard (<1mois),12,4,2020,3.36,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
322,71,Phase E - Deployment,2021-02-10,95,46000,20,71,124,both,29,1,Petit retard (<1mois),2,1,2021,6.315789473684211,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
323,71,Phase F - Post-deployment,2021-06-13,134,1400,14,71,112,both,-22,0,En avance,6,2,2021,3.134328358208955,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
324,72,Phase A - Initiation,2020-05-11,193,400,32,72,151,both,-42,0,En avance,5,2,2020,4.974093264248705,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
325,72,Phase B - Preparation,2020-05-26,113,8100,24,72,196,both,83,1,Retard moyen (1-3mois),5,2,2020,6.371681415929204,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
326,72,Phase C - Development,2020-06-01,86,10500,21,72,80,both,-6,0,En avance,6,2,2020,7.325581395348837,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
327,72,Phase D - Testing,2020-08-20,75,2800,9,72,64,both,-11,0,En avance,8,3,2020,3.5999999999999996,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
328,72,Phase E - Deployment,2020-10-23,178,66000,31,72,65,both,-113,0,En avance,10,4,2020,5.224719101123596,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
329,72,Phase F - Post-deployment,2020-12-27,3,1400,3,72,5,both,2,1,Petit retard (<1mois),12,4,2020,30.0,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
330,73,Phase A - Initiation,2020-05-05,127,400,22,73,86,both,-41,0,En avance,5,2,2020,5.196850393700787,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,1,0,0,0,0,0
331,73,Phase B - Preparation,2020-07-30,52,8100,8,73,73,both,21,1,Petit retard (<1mois),7,3,2020,4.615384615384616,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,0,1,0,0,0,0
332,73,Phase C - Development,2021-01-19,37,10500,4,73,11,both,-26,0,En avance,1,1,2021,3.2432432432432434,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,0,0,1,0,0,0
333,73,Phase D - Testing,2021-05-09,52,2800,13,73,73,both,21,1,Petit retard (<1mois),5,2,2021,7.5,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,0,0,0,1,0,0
334,73,Phase E - Deployment,2021-07-21,53,40000,7,73,19,both,-34,0,En avance,7,3,2021,3.9622641509433962,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,0,0,0,0,1,0
335,73,Phase F - Post-deployment,2021-08-09,89,1400,16,73,102,both,13,1,Petit retard (<1mois),8,3,2021,5.393258426966292,IT -  CRM Implementation,Portugal,Western Europe,Distributor,0,0,0,0,0,0,0,0,0,1
336,74,Phase A - Initiation,2020-01-14,158,400,27,74,129,both,-29,0,En avance,1,1,2020,5.1265822784810124,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
337,74,Phase B - Preparation,2020-05-23,123,8100,10,74,58,both,-65,0,En avance,5,2,2020,2.4390243902439024,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
338,74,Phase C - Development,2020-07-20,181,10500,12,74,233,both,52,1,Retard moyen (1-3mois),7,3,2020,1.9889502762430937,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
339,74,Phase D - Testing,2020-08-22,154,2800,7,74,117,both,-37,0,En avance,8,3,2020,1.3636363636363638,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
340,74,Phase E - Deployment,2020-12-17,153,51000,8,74,60,both,-93,0,En avance,12,4,2020,1.5686274509803921,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
341,74,Phase F - Post-deployment,2021-02-15,172,1400,32,74,113,both,-59,0,En avance,2,1,2021,5.5813953488372094,IT -  CRM Implementation,Ukraine,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
342,75,Phase A - Initiation,2020-03-20,8,700,4,75,8,both,0,0,À l'heure,3,1,2020,15.0,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
343,75,Phase B - Preparation,2020-06-12,122,16100,32,75,56,both,-66,0,En avance,6,2,2020,7.868852459016394,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
344,75,Phase C - Development,2020-08-07,132,21000,22,75,124,both,-8,0,En avance,8,3,2020,5.0,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
345,75,Phase D - Testing,2020-12-09,104,5600,29,75,73,both,-31,0,En avance,12,4,2020,8.365384615384615,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
346,75,Phase E - Deployment,2021-02-20,110,103000,8,75,77,both,-33,0,En avance,2,1,2021,2.1818181818181817,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
