,Planned_Duration,Planned_Cost,Planned_Deliverables,Actual_Duration,Actual_Cost,Actual_Deliverables,Projet IT,Projet Marketing,Phase 1,Phase 2,Phase 3,Phase 4,Phase A,Phase B,Phase C,Phase D,Phase E,Phase F,Start_Month_cos,Start_Month_sin
482,191,200,7,63,200,5,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
483,46,5400,8,52,5000,6,1,0,0,0,0,0,0,1,0,0,0,0,0.5000000000000001,0.8660254037844386
484,109,7000,31,138,6500,17,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844388,-0.4999999999999997
485,30,1900,9,53,13800,5,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
486,5,59000,17,12,56200,9,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
487,115,900,12,135,900,7,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,-0.8660254037844386
488,15,400,23,22,300,22,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
489,75,8100,14,68,12400,13,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844388,-0.4999999999999997
490,161,10500,15,114,10300,14,1,0,0,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0
491,193,2800,29,100,15100,28,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994
492,62,123000,24,24,20200,21,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
493,80,1400,8,78,1400,8,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844387,0.49999999999999994
494,121,700,25,69,700,21,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
495,109,16100,30,71,17000,29,1,0,0,0,0,0,0,1,0,0,0,0,0.5000000000000001,0.8660254037844386
496,175,21000,20,175,20300,18,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844387,0.49999999999999994
497,68,5600,6,86,19400,5,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,-0.8660254037844386
498,2,75000,5,6,37900,5,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
499,64,2800,10,89,2800,9,1,0,0,0,0,0,0,0,0,0,0,1,6.123233995736766e-17,1.0
500,30,50000,32,17,56500,31,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
501,84,100000,27,41,120400,26,0,1,0,1,0,0,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
502,186,150000,31,70,163500,29,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
503,86,450000,24,39,499700,21,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
504,155,400,9,65,500,9,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
505,3,8100,1,9,10100,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
506,199,10500,15,152,12900,13,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844387,0.49999999999999994
507,172,2800,28,141,20800,24,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,-0.8660254037844386
508,71,62000,12,63,32800,12,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844384,-0.5000000000000004
509,12,1400,5,8,1700,5,1,0,0,0,0,0,0,0,0,0,0,1,6.123233995736766e-17,1.0
510,60,50000,23,99,54300,22,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
511,199,100000,12,151,96900,11,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
512,57,150000,20,28,144400,19,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
513,125,450000,18,168,440900,18,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
514,9,400,2,11,400,2,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
515,5,8100,6,4,14700,5,1,0,0,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844384
516,1,10500,1,8,13100,1,1,0,0,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0
517,102,2800,13,131,19800,12,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
518,175,68000,20,75,39600,19,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
519,167,1400,24,171,1900,23,1,0,0,0,0,0,0,0,0,0,0,1,6.123233995736766e-17,1.0
